2026-07-23 06:08:31 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1203.1}
2026-07-23 06:10:23 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1315.1}
2026-07-23 06:10:29 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1320.3}
2026-07-23 06:10:34 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1325.4}
2026-07-23 06:10:34 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:10:39 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1330.5}
2026-07-23 06:10:44 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1335.5}
2026-07-23 06:10:49 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1340.7}
2026-07-23 06:10:49 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:10:54 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1345.7}
2026-07-23 06:10:59 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1350.8}
2026-07-23 06:11:04 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1355.9}
2026-07-23 06:11:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:11:09 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1361.0}
2026-07-23 06:11:14 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1366.1}
2026-07-23 06:11:15 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'RIFUSDT', 'level': 0.068411, 'current': 0.07642, 'distance_pct': 10.5}
2026-07-23 06:11:15 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'RIFUSDT', 'level': 0.068411}
2026-07-23 06:11:19 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1371.2}
2026-07-23 06:11:20 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 24, 'block_threshold': 4}
2026-07-23 06:11:25 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1376.3}
2026-07-23 06:11:30 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1381.4}
2026-07-23 06:11:35 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1386.5}
2026-07-23 06:11:35 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:11:40 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1391.6}
2026-07-23 06:11:45 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1396.7}
2026-07-23 06:11:50 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1401.8}
2026-07-23 06:11:50 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:11:55 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1406.9}
2026-07-23 06:12:00 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1412.0}
2026-07-23 06:12:05 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1417.0}
2026-07-23 06:12:05 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:12:10 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1422.1}
2026-07-23 06:12:16 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1427.2}
2026-07-23 06:12:21 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1432.3}
2026-07-23 06:12:21 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:12:26 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1437.4}
2026-07-23 06:12:31 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1442.5}
2026-07-23 06:12:36 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1447.6}
2026-07-23 06:12:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:12:41 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1452.7}
2026-07-23 06:12:46 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1457.8}
2026-07-23 06:12:51 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1462.9}
2026-07-23 06:12:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:12:56 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1468.0}
2026-07-23 06:13:01 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1473.1}
2026-07-23 06:13:05 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BROCCOLIF3BUSDT', 'level': 0.005655, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.39}
2026-07-23 06:13:05 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'BROCCOLIF3BUSDT', 'health': 40, 'broken': 0, 'correction': '148%'}
2026-07-23 06:13:06 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1478.2}
2026-07-23 06:13:06 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:13:12 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1483.3}
2026-07-23 06:13:17 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1488.4}
2026-07-23 06:13:22 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1493.5}
2026-07-23 06:13:22 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:13:27 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1498.6}
2026-07-23 06:13:32 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1503.7}
2026-07-23 06:13:37 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1508.7}
2026-07-23 06:13:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:13:42 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1513.8}
2026-07-23 06:13:47 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1518.9}
2026-07-23 06:14:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:14:23 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:14:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:14:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:15:09 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:15:14 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'ERAUSDT', 'level': 0.10613054054054054, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-23 06:15:14 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ERAUSDT', 'level': 0.10452}
2026-07-23 06:15:14 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'ERAUSDT', 'resistance': 0.10613054054054054, 'from_support': 0.10452}
2026-07-23 06:15:14 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'ERAUSDT', 'level': 0.10613054054054054, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-23 06:15:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 24, 'block_threshold': 4}
2026-07-23 06:15:39 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 24, 'block_threshold': 4}
2026-07-23 06:15:55 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:16:10 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 24, 'block_threshold': 4}
2026-07-23 06:16:25 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:16:30 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-23 06:16:35 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ERAUSDT', 'level': 0.10452, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.17}
2026-07-23 06:16:35 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ERAUSDT', 'level': 0.1013, 'strength': 3}
2026-07-23 06:16:40 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:16:56 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:17:11 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:17:26 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:17:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:17:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:18:12 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:18:28 | INFO | trading.live_price_tracker:_save_post_exit_range:226 | live_post_exit_tracker saved | {'trade_id': 'ff034f93-48ec-41ea-8c12-90498172fa61', 'high': 0.10895, 'low': 0.10361}
2026-07-23 06:26:33 | INFO | config:add:68 | Token added | {'symbol': 'OUSDT'}
2026-07-23 06:26:33 | INFO | __main__:_auto_screener_loop:192 | Auto-added new symbol from screener | {'symbol': 'OUSDT'}
2026-07-23 06:26:34 | INFO | analysis.claude_strength:calculate_strength_with_claude:174 | Claude input levels | {'symbol': 'OUSDT', 'levels': [{'price': 0.5857, 'candle_count': 270, 'hourly_open_bonus': 3, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 38401934.0, 'type': 'pump_base'}, {'price': 0.5912, 'candle_count': 8, 'hourly_open_bonus': 0, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 174314.0, 'type': 'consolidation_base'}, {'price': 0.5984, 'candle_count': 14, 'hourly_open_bonus': 0, 'round_number_bonus': 2, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 910946.0, 'type': 'breakout_level'}, {'price': 0.608, 'candle_count': 131, 'hourly_open_bonus': 3, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 14232565.0, 'type': 'pump_base'}, {'price': 0.63621, 'candle_count': 75, 'hourly_open_bonus': 0, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 178451.0, 'type': 'body_level'}, {'price': 0.65008, 'candle_count': 17, 'hourly_open_bonus': 0, 'round_number_bonus': 2, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 449696.0, 'type': 'body_level'}]}
2026-07-23 06:26:37 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'OUSDT'}
2026-07-23 06:26:37 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'OUSDT', 'level': 0.65008, 'close_below': 20}
2026-07-23 06:26:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'OUSDT', 'level': 0.5857, 'strength': 4, 'p_bounce_claude': 94, 'reason': 'Пампбаза, объём 23.7x, открытие 4h, 270 свечей'}
2026-07-23 06:26:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'OUSDT', 'level': 0.5912, 'strength': 2, 'p_bounce_claude': 78, 'reason': 'Консолидация, низкий объём 0.1x, мало тестов'}
2026-07-23 06:26:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'OUSDT', 'level': 0.5984, 'strength': 3, 'p_bounce_claude': 86, 'reason': 'Брекаут-уровень, круглое число, низкий объём'}
2026-07-23 06:26:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'OUSDT', 'level': 0.608, 'strength': 4, 'p_bounce_claude': 92, 'reason': 'Пампбаза, объём 8.8x, открытие 4h, 131 свеча'}
2026-07-23 06:26:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'OUSDT', 'level': 0.63621, 'strength': 3, 'p_bounce_claude': 88, 'reason': 'Body-level, 75 свечей в зоне, круглое число'}
2026-07-23 06:26:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'OUSDT', 'level': 0.65008, 'strength': 3, 'p_bounce_claude': 84, 'reason': 'Body-level, круглое число, низкий объём 0.3x'}
2026-07-23 06:26:39 | INFO | __main__:_auto_screener_loop:298 | Auto monitoring started | {'symbol': 'OUSDT', 'level': 0.65008}
2026-07-23 06:26:39 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 1}
2026-07-23 06:28:29 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:30:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 22, 'block_threshold': 4}
2026-07-23 06:31:35 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ONUSDT', 'level': 0.17674, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.82}
2026-07-23 06:31:36 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ONUSDT', 'level': 0.17674, 'strength': 5}
2026-07-23 06:31:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 21, 'block_threshold': 4}
2026-07-23 06:31:36 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 21}
2026-07-23 06:31:37 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'ONUSDT', 'level': 0.17674, 'distance_pct': 1.1355372825418157}
2026-07-23 06:31:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 21, 'block_threshold': 4}
2026-07-23 06:31:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 21, 'block_threshold': 4}
2026-07-23 06:32:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 21, 'block_threshold': 4}
2026-07-23 06:32:23 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 20, 'block_threshold': 4}
2026-07-23 06:32:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.1518, 'approach_count': 24, 'block_threshold': 4}
2026-07-23 06:32:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 20, 'block_threshold': 4}
2026-07-23 06:32:54 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.17674, 'approach_count': 20, 'block_threshold': 4}
