2026-07-25 06:08:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 9, 'block_threshold': 4}
2026-07-25 06:10:57 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.14'}
2026-07-25 06:11:07 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:11:18 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'B2USDT', 'level': 0.4893450980392157, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 06:11:18 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'B2USDT', 'resistance': 0.4893450980392157, 'from_support': 0.4709}
2026-07-25 06:11:18 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'B2USDT', 'level': 0.4893450980392157, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 06:11:23 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:11:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:11:54 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:11:54 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'GWEIUSDT', 'level': 0.027108, 'result': 'пробой', 'outcome': 'breakout', 'duration': 2497.7}
2026-07-25 06:11:54 | INFO | __main__:_start_next_level_after_breakout:933 | Next level from cache started | {'symbol': 'GWEIUSDT', 'level': 0.02263}
2026-07-25 06:11:59 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'VELVETUSDT', 'level': 0.45348, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-25 06:12:09 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:12:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:12:36 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 06:13:11 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:13:26 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:13:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:13:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:14:12 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:14:28 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:14:43 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:14:59 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:15:14 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:15:29 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:15:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.09'}
2026-07-25 06:15:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.09'}
2026-07-25 06:15:45 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:15:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.09'}
2026-07-25 06:15:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.08'}
2026-07-25 06:16:00 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.08'}
2026-07-25 06:16:00 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:16:06 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'B2USDT', 'phase': 'unknown', 'note': 'unknown:range=13.5%,dir_eff=0.08'}
2026-07-25 06:16:16 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:16:31 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:16:45 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'GWEIUSDT', 'level': 0.02263, 'current': 0.02585, 'distance_pct': 12.5}
2026-07-25 06:16:45 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'GWEIUSDT', 'level': 0.02263}
2026-07-25 06:16:45 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'GWEIUSDT', 'level': 0.02453, 'strength': 5}
2026-07-25 06:16:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:17:02 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:17:06 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.0030252, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.22}
2026-07-25 06:17:07 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'AKEUSDT', 'level': 0.0030252, 'close_below': 7}
2026-07-25 06:18:14 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'B2USDT', 'level': 0.4747, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 06:18:14 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'B2USDT', 'level': 0.4709}
2026-07-25 06:18:14 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'B2USDT', 'resistance': 0.4747, 'from_support': 0.4709}
2026-07-25 06:18:14 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'B2USDT', 'level': 0.4747, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 06:18:36 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'B2USDT', 'level': 0.4557, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.87}
2026-07-25 06:18:37 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'B2USDT', 'level': 0.4357, 'strength': 3}
2026-07-25 06:22:40 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 06:26:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ACEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.72'}
2026-07-25 06:26:18 | INFO | trading.strategy2_signal_filter:check:988 | S2 signal passed all filters | {'symbol': 'ACEUSDT', 'level': 0.09604, 'level_type': 'pump_base', 'strength': 5, 'p_bounce': 0.923, 'sl': 0.09485778, 'tp1': 0.09690436, 'tp2': 0.09921857, 'rr': 0.73, 'phase': 'drop_tradeable', 'pos_struct_pct': 54.1, 'pos_local_pct': -23.6, 'struct_range': [0.07708, 0.11211], 'approach_speed_pct': -1.5185, 'red_candles_streak': 1, 'phase_streak_checks': 10, 'phase_streak_seconds': 44515.9, 'bleed_in_last_12': 0, 'seconds_since_bleed': None, 'phase_seq': 'dddddddddd', 'hours_since_pump_peak': 4.9, 'vol_decay': 0.79, 'natr_now_pct': 2.78, 'natr_1m': 0.64, 'natr_5m': 1.558, 'natr_15m': 2.743, 'candle_staleness_sec': 18.4, 'bot_version': '2026-07-18.1'}
2026-07-25 06:26:18 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'ACEUSDT', 'level': 0.09604, 'distance_pct': 1.9299499642601887}
2026-07-25 06:26:19 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'sl_order_id': '5019ac09-846c-4cf2-a251-87bb7c4e3d25', 'trigger': 0.09486, 'qty': 2085.6}
2026-07-25 06:26:19 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: ACEUSDT 300 | {}
2026-07-25 06:26:20 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'orders': 2}
2026-07-25 06:26:45 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'ONUSDT', 'level': 0.1291, 'current': 0.14764, 'distance_pct': 12.6}
2026-07-25 06:26:45 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'B2USDT', 'level': 0.4357, 'current': 0.4913, 'distance_pct': 11.3}
2026-07-25 06:26:45 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ONUSDT', 'level': 0.1291}
2026-07-25 06:26:45 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'B2USDT', 'level': 0.4357}
2026-07-25 06:26:46 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'B2USDT', 'level': 0.4713, 'close_below': 3}
2026-07-25 06:26:46 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ONUSDT', 'level': 0.13303, 'strength': 3}
2026-07-25 06:26:56 | INFO | trading.strategy5_live:_finalize_closed:316 | S5Live executions raw | {'trade_id': '2c7588b8-28e9-4227-b352-50f4dc5e7153', 'symbol': 'DEXEUSDT', 'exec_count': 3, 'exec_err': None, 'attempts': 3, 'start_ms': 1784958448459, 'sides': ['Sell', 'Buy', 'Buy'], 'qtys': ['19.9', '19.9', '19.9']}
2026-07-25 06:26:56 | INFO | trading.strategy5_live:_finalize_closed:350 | S5Live CLOSED | {'trade_id': '2c7588b8-28e9-4227-b352-50f4dc5e7153', 'symbol': 'DEXEUSDT', 'reason': 'sl_exchange', 'pnl': -3.6848, 'qty_mismatch': True}
2026-07-25 06:27:09 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 06:27:25 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 06:27:40 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 06:28:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 06:29:13 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 06:29:28 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 06:29:32 | INFO | trading.live_price_tracker:_save_post_exit_range:226 | live_post_exit_tracker saved | {'trade_id': 'c5b3fa3f-169c-4db5-859d-2faf58613f50', 'high': 0.3287, 'low': 0.31833}
2026-07-25 06:29:44 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 06:29:59 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 06:30:09 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'PROMUSDT'}
2026-07-25 06:30:10 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'PROMUSDT', 'old': 1.8683, 'new': 1.897}
2026-07-25 06:30:10 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'PROMUSDT', 'level': 1.8683}
2026-07-25 06:30:10 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'PROMUSDT', 'level': 1.897, 'strength': 5}
2026-07-25 06:30:15 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 06:30:30 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DEXEUSDT', 'level': 4.7, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 06:31:01 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BANKUSDT'}
2026-07-25 06:31:01 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'BANKUSDT', 'old': 0.3148, 'new': 0.32074}
2026-07-25 06:31:01 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.3148}
2026-07-25 06:31:01 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BANKUSDT', 'level': 0.32074, 'close_below': 4}
2026-07-25 06:31:37 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.04118, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.46}
2026-07-25 06:31:37 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ESPORTSUSDT', 'health': 40, 'broken': 0, 'correction': '89%'}
2026-07-25 06:32:13 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'DEXEUSDT'}
2026-07-25 06:32:18 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'ACEUSDT', 'level': 0.09811, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 06:32:18 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ACEUSDT', 'level': 0.09604}
2026-07-25 06:32:18 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'ACEUSDT', 'resistance': 0.09811, 'from_support': 0.09604}
2026-07-25 06:32:18 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'ACEUSDT', 'level': 0.09811, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 06:32:44 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'RIFUSDT'}
2026-07-25 06:32:44 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'RIFUSDT', 'old': 0.099709, 'new': 0.10389}
2026-07-25 06:32:44 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'RIFUSDT', 'level': 0.099709}
2026-07-25 06:32:44 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 06:32:44 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'RIFUSDT', 'level': 0.10389, 'close_below': 15}
2026-07-25 06:33:07 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'RIFUSDT', 'level': 0.10389, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.13}
2026-07-25 06:33:07 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'RIFUSDT', 'level': 0.10339, 'close_below': 14}
2026-07-25 06:35:07 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ACEUSDT', 'level': 0.09604, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.11}
2026-07-25 06:35:07 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ACEUSDT', 'level': 0.0907, 'strength': 5}
2026-07-25 06:36:38 | INFO | trading.strategy2_live:_sync_grid_fills:1629 | S2Live: grid order filled | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'index': 1, 'fill_price': 0.09662}
2026-07-25 06:36:38 | INFO | trading.strategy2_live:_recalculate_params:2191 | S2Live: params recalculated | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'sl': 0.09485778, 'tp1': 0.09690436, 'tp2': 0.09921857, 'full_grid_tp': None, 'fill_count': 1}
2026-07-25 06:36:41 | INFO | trading.strategy2_live:_partial_close_tp1:2347 | S2Live: partial TP1 — 50% closed, trailing remainder | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'closed_qty': 517.5, 'remainder': 517.5, 'order_id': 'c3a9802f-690a-4caf-8a5e-e3f3e44e5ca5'}
2026-07-25 06:36:41 | INFO | trading.strategy2_live:_check_tp_trailing:2436 | S2Live: TP1 hit — trailing activated | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'peak': 0.09690436, 'trailing_stop': 0.09626865}
2026-07-25 06:37:37 | INFO | trading.live_price_tracker:_save_post_exit_range:226 | live_post_exit_tracker saved | {'trade_id': '4bbfc0e9-7c65-4e35-83ed-176bed53bea0', 'high': 0.04242, 'low': 0.04107}
2026-07-25 06:37:47 | INFO | trading.strategy2_live:_check_tp_trailing:2461 | S2Live: trailing stop hit | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'trailing_stop': 0.09626865, 'current_price': 0.09613}
2026-07-25 06:37:48 | INFO | trading.strategy2_live:_limit_then_market_sell:909 | S2Live[H1]: limit close placed | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'attempt': 1, 'price': 0.09623, 'qty': 517.5, 'reason': 'trailing_stop'}
2026-07-25 06:37:51 | WARNING | trading.bybit_client:cancel_order:247 | bybit cancel_order unexpected response | {'symbol': 'ACEUSDT', 'order_id': '8bc4ed02-0a6b-46fc-8586-72d4e426ec0c', 'resp': {'retCode': 110001, 'retMsg': 'order not exists or too late to cancel', 'result': {}, 'retExtInfo': {}, 'time': 1784961471107}}
2026-07-25 06:37:53 | WARNING | trading.strategy2_live:_realized_pnl_from_executions:1888 | S2Live: buy/sell qty mismatch on close — PnL booked on matched qty only, remainder left for reconcile | {'trade_id': 'af3892ad-4ab1-47b7-92f1-8f1f972f19a3', 'symbol': 'ACEUSDT', 'buy_qty': 1035.0, 'sell_qty': 517.5, 'matched_qty': 517.5}
2026-07-25 06:37:53 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: ACEUSDT 300 | {}
2026-07-25 06:42:48 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 06:47:07 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.0030483, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.52}
2026-07-25 06:47:08 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.0030483, 'strength': 3}
2026-07-25 06:48:00 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'PROMUSDT', 'level': 1.897, 'distance_pct': 1.6588906168999495}
2026-07-25 06:51:41 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:51:56 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:52:12 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:52:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:52:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:52:51 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 06:52:58 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 06:53:13 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 06:53:29 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 8, 'block_threshold': 4}
