2026-07-21 14:21:30 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:21:51 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:21:55 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:21:55 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:00 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:00 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:05 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:05 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:06 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:06 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:15 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:16 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:16 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:16 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:26 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:26 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:26 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:27 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:27 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:28 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:31 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:31 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:36 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:36 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:37 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:37 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:41 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:41 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:46 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:46 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:51 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:51 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:52 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:52 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:22:56 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:22:57 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:02 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:02 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:07 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:07 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:08 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:08 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:12 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:12 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:17 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:17 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:22 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:22 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:28 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:28 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:29 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:29 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:32 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:32 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:42 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:43 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:43 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:43 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:49 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:49 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:50 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:50 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:53 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:53 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:23:54 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:23:54 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:25:25 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:25:25 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:25:26 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:25:26 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 14:25:30 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 15.92, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.92 qty=6.28'}
2026-07-21 14:25:30 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 15.69, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=15.69 qty=6.37'}
2026-07-21 15:43:12 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 16.87, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=16.87 qty=5.92'}
2026-07-21 15:43:12 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 16.67, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=16.67 qty=5.99'}
2026-07-21 15:44:13 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 16.87, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=16.87 qty=5.92'}
2026-07-21 15:44:13 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 2, 'price': 16.68, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=16.68 qty=5.99'}
2026-07-21 15:44:29 | ERROR | trading.strategy2_live:_open_grid:657 | S2Live: failed to place limit order | {'symbol': 'SNXXUSDT', 'index': 1, 'price': 16.87, 'error': 'place_limit_order failed: retCode=110126 retMsg=You must sign the required agreement before trading this contract. symbol=SNXXUSDT price=16.87 qty=5.92'}
